"ID","Taxon","Common","Observer","Source","Date","Year","Phenology",,"InfestedArea_squarem",,"GrossArea_acre","Percent_Cover","Distribution","National Ownership","County","x","y","Location Description","description"
"xr347417","Carpobrotus edulis","Iceplant","staff","PORE Vegetation Management; SFAN; BAEDN","2001-04-26",2001,,,,,"999 Square Meters","<1",,"* National Park Service","Marin",38.02513841,-122.8798073,,
"gx26614","Carpobrotus edulis","Iceplant","Tom Echols","National Park Service [SFAN]","2001-04-26",2001,,,,,,,,"* National Park Service","Marin",38.0251384051,-122.8798072607,"From UTM 510549E 4208611N",
"xr347240","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-06-22",2001,,,70.4,,,,,"* National Park Service","Marin",37.99732233,-123.0124373,,
"gx26633","Carpobrotus edulis","Iceplant","Tom Echols","National Park Service [SFAN]","2001-06-22",2001,,,,,,,,"* National Park Service","Marin",37.9991069555,-123.0117655912,"From UTM 498967E 4205716N",
"ce136","Carpobrotus edulis","Iceplant","*staff","City of Santa Cruz; Native Vegetation Network; Hagar Environmental Science","2001-07-01",2001,,,,,,,,"Public Land","Santa Cruz",36.976158,-122.024116,"Lower San Lorenzon River Riparian corridor, Highway 1 to lagoon",
"xr347372","Carpobrotus edulis","Iceplant","staff","PORE Vegetation Management; SFAN; BAEDN","2001-07-16",2001,,,229.8,,,,,"* National Park Service","Marin",38.01538476,-123.003862,,
"gx26575","Carpobrotus edulis","Iceplant","Tom Echols","National Park Service [SFAN]","2001-07-16",2001,,,,,,,,"* National Park Service","Marin",38.0153847582,-123.0038619723,"From UTM 499661E 4207522N",
"xr347411","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-07-27",2001,,,17.6,,,,,"* National Park Service","Marin",38.02195412,-122.8688066,,
"gx26639","Carpobrotus edulis","Iceplant","Tom Echols","National Park Service [SFAN]","2001-07-27",2001,,,,,,,,"* National Park Service","Marin",38.0219541195,-122.868806574,"From UTM 511515E 4208259N",
"xr347241","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-07-30",2001,,,149.6,,,,,"* National Park Service","Marin",37.99732233,-123.0124373,,
"xr347420","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-08-02",2001,,,189.2,,,,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"xr347418","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-08-19",2001,,,88,,,,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"GG495","Carpobrotus edulis","Iceplant","Michael Chasse","Presidio Natural Resources","2001-08-29",2001,,,,,,,,"Public Land","San Francisco",37.7889,-122.46889,"Golf Course West",
"GG462","Carpobrotus edulis","Iceplant","Michael Chasse; Marie Fontaine","Presidio Natural Resources","2001-08-30",2001,,,,,,,,"Public Land","San Francisco",37.79839,-122.44739,"Presidio Gate",
"xr348212","Carpobrotus edulis","Iceplant","staff","PORE Vegetation Management; SFAN; BAEDN","2001-09-06",2001,,,,,,,,"* National Park Service","Marin",38.15391167,-122.9087356,,
"xr348254","Carpobrotus edulis","Iceplant","staff","PORE Vegetation Management; SFAN; BAEDN","2001-09-06",2001,,,,,"300 Square Meters","<1",,"* National Park Service","Marin",38.18151438,-122.9306695,,
"xr348281","Carpobrotus edulis","Iceplant","staff","PORE Vegetation Management; SFAN; BAEDN","2001-09-06",2001,,,,,"75 Square Meters","<1",,"* National Park Service","Marin",38.18926938,-122.9380961,,
"GG428","Carpobrotus edulis","Iceplant","Michael Chasse;  Emily Magnaghi;  Ami Brown","Presidio Natural Resources","2001-09-13",2001,,,,,7.2,,,"Public Land","San Francisco",37.794541,-122.453329,"Tennessee Hollow; Eastern Tributary",
"xr347439","Carpobrotus edulis","Iceplant","Naida Twardzicki","PORE Vegetation Management; SFAN; BAEDN","2001-09-15",2001,,,,,,25,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"GG450","Carpobrotus edulis","Iceplant","Michael Chasse;  Marie Fontaine;  Emily Magnaghi","Presidio Natural Resources","2001-09-20",2001,,,,,12.36,,,"Public Land","San Francisco",37.794101,-122.455672,"Tennessee Hollow; Central Tributary",
"xr347243","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-09-22",2001,,,48.4,,,,,"* National Park Service","Marin",37.99732233,-123.0124373,,
"GG447","Carpobrotus edulis","Iceplant","Michael Chasse;  Marie Fontaine;  Ami Brown","Presidio Natural Resources","2001-09-27",2001,,,,,12.36,,,"Public Land","San Francisco",37.794101,-122.455672,"Tennessee Hollow; Central Tributary",
"GG446","Carpobrotus edulis","Iceplant","Michael Chasse;  Marie Fontaine;  Ami Brown","Presidio Natural Resources","2001-09-27",2001,,,,,33.94,,,"Public Land","San Francisco",37.796368,-122.454815,"Tennessee Hollow",
"xr347317","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-09-30",2001,,,79.2,,,,,"* National Park Service","Marin",37.99910696,-123.0117656,,
"xr347373","Carpobrotus edulis","Iceplant","John Holloway","PORE Vegetation Management; SFAN; BAEDN","2001-10-03",2001,,,158.4,,,,,"* National Park Service","Marin",38.01538476,-123.003862,,
"xr347316","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-10-06",2001,,,35.2,,,,,"* National Park Service","Marin",37.99910696,-123.0117656,,
"xr347374","Carpobrotus edulis","Iceplant","John Holloway","PORE Vegetation Management; SFAN; BAEDN","2001-10-17",2001,,,133.8,,,,,"* National Park Service","Marin",38.01538476,-123.003862,,
"xr347424","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-10-26",2001,,,,,,,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"xr347423","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-11-04",2001,,,61.6,,,,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"xr347422","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-12-02",2001,,,8.8,,,,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"xr347421","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2001-12-09",2001,,,13.2,,,,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"gr5128","Carpobrotus edulis","Iceplant","Mickey Long",,"2002-01-01",2002,,,,,,,,"Public Land","Los Angeles",34.1158,-117.973,"Santa Fe Dam, Irwindale",
"xr347416","Carpobrotus edulis","Iceplant","staff","PORE Vegetation Management; SFAN; BAEDN","2002-01-17",2002,,,,,,,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"GG541","Carpobrotus edulis","Iceplant","Mike Perlmutter","Presidio Natural Resources","2002-01-19",2002,,,,,8.355,,,"Public Land","San Francisco",37.807089,-122.477718,"Coastal Bluffs; North Bluffs",
"xr347419","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2002-02-03",2002,,,26.4,,,,,"* National Park Service","Marin",38.02513841,-122.8798073,,
"xr347412","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2002-02-11",2002,,,17.6,,,,,"* National Park Service","Marin",38.02195412,-122.8688066,,
"GG539","Carpobrotus edulis","Iceplant","Mike Perlmutter","Presidio Natural Resources","2002-03-19",2002,,,,,43.83,,,"Public Land","San Francisco",37.802669,-122.478749,"Coastal Bluffs",
"GG516","Carpobrotus edulis","Iceplant","Michael Chasse","Presidio Natural Resources","2002-04-24",2002,,,,,5.15,,,"Public Land","San Francisco",37.791849,-122.47594,"Southwest Dunes; Wherry Corridor",
"GG22","Carpobrotus edulis","Iceplant","Andrew Baker","Presidio Natural Resources","2002-05-02",2002,,,,,33.47,,,"Public Land","San Francisco",37.788087,-122.47918,"Lobos Creek Valley",
"GG23","Carpobrotus edulis","Iceplant","Andrew Baker","Presidio Natural Resources","2002-05-02",2002,,,,,1.758,,,"Public Land","San Francisco",37.790143,-122.477417,"Lobos Creek Valley; Field Office Dunes",
"xr347242","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2002-05-04",2002,,,44.9,,,,,"* National Park Service","Marin",37.99732233,-123.0124373,,
"GG209","Carpobrotus edulis","Iceplant","Jen Adler;  Andrew Baker","Presidio Natural Resources","2002-05-20",2002,,,,,2.961,,,"Public Land","San Francisco",37.78798,-122.477296,"Lobos Creek Valley; Remnant Dunes",
"GG208","Carpobrotus edulis","Iceplant","Jen Adler;  Andrew Baker","Presidio Natural Resources","2002-05-20",2002,,,,,11.234,,,"Public Land","San Francisco",37.78817,-122.479645,"Lobos Creek Valley; New Dunes",
"GG692","Carpobrotus edulis","Iceplant","Tim Doherty","Presidio Natural Resources","2002-05-22",2002,,,,,23.92,,,"Public Land","San Francisco",37.793768,-122.477743,"Southwest Dunes",
"GG690","Carpobrotus edulis","Iceplant","Tim Doherty;  Marie Fontaine;  Emily Magnaghi","Presidio Natural Resources","2002-05-22",2002,,,,,23.92,,,"Public Land","San Francisco",37.793768,-122.477743,"Southwest Dunes",
"GG689","Carpobrotus edulis","Iceplant","Tim Doherty;  Marie Fontaine;  Emily Magnaghi","Presidio Natural Resources","2002-05-29",2002,,,,,21.34,,,"Public Land","San Francisco",37.796528,-122.480268,"North Baker Beach",
"xr347311","Carpobrotus edulis","Iceplant","Patrick McIntyre","PORE Vegetation Management; SFAN; BAEDN","2002-05-31",2002,,,880,,,,,"* National Park Service","Marin",37.99907099,-123.0108772,,
"GG357","Carpobrotus edulis","Iceplant","Marie Fontaine;  Emily Magnaghi","Presidio Natural Resources","2002-06-12",2002,,,,,1.207,,,"Public Land","San Francisco",37.795358,-122.474552,"Rob Hill; Top of Battery",
"GG358","Carpobrotus edulis","Iceplant","Marie Fontaine;  Emily Magnaghi","Presidio Natural Resources","2002-06-12",2002,,,,,1.548,,,"Public Land","San Francisco",37.795719,-122.47464,"Rob Hill; Lessingia Site",
"GG281","Carpobrotus edulis","Iceplant","Ling He;  Sahrye Cohen","Presidio Natural Resources","2002-06-19",2002,,,,,4.517,,,"Public Land","San Francisco",37.802427,-122.463199,"Crissy Bluffs; East Crissy Bluffs",
"GG280","Carpobrotus edulis","Iceplant","Ling He;  Sahrye Cohen","Presidio Natural Resources","2002-07-11",2002,,,,,1.555,,,"Public Land","San Francisco",37.803714,-122.46873,"West Crissy Bluffs; West Crissy Bluffs",
"GG20","Carpobrotus edulis","Iceplant","Andrew Baker;  Jen Adler","Presidio Natural Resources","2002-07-14",2002,,,,,33.47,,,"Public Land","San Francisco",37.788087,-122.47918,"Lobos Creek Valley",
"GG282","Carpobrotus edulis","Iceplant","Ling He;  Steven Hernandez","Presidio Natural Resources","2002-07-16",2002,,,,,24.09,,,"Public Land","San Francisco",37.804945,-122.45791,"Crissy Field",
"GG344","Carpobrotus edulis","Iceplant","Marie Fontaine;  Emily Magnaghi","Presidio Natural Resources","2002-07-23",2002,,,,,0.659,,,"Public Land","San Francisco",37.79943,-122.478181,"World War II; Triangle",
"GG478","Carpobrotus edulis","Iceplant","Michael Chasse","Presidio Natural Resources","2002-07-23",2002,,,,,2.279,,,"Public Land","San Francisco",37.793553,-122.473929,"Presidio Hills; Quail Commons",
"GG482","Carpobrotus edulis","Iceplant","Michael Chasse","Presidio Natural Resources","2002-07-25",2002,,,,,28.59,,,"Public Land","San Francisco",37.793259,-122.458813,"Inspiration Point",
"GG284","Carpobrotus edulis","Iceplant","Ling He","Presidio Natural Resources","2002-07-30",2002,,,,,1.555,,,"Public Land","San Francisco",37.803714,-122.46873,"West Crissy Bluffs; West Crissy Bluffs",
"sfw2","Carpobrotus edulis","Iceplant","Marie Fontane, Emily Magnaghi, and Shira Devane","BAEDN; SFWMA;  plant list from NPS personel","2002-08-01",2002,,,,,,,,"* National Park Service","San Francisco",37.825666,-122.42192,"Alcatraz",
"wb514-0","Carpobrotus edulis","Iceplant","T.BROWN/R.BROWN","BLM Fort Ord","2002-08-02",2002,,,,,,,,"Other / Unknown","Monterey",36.62426966,-121.74089149,,
"wb514-1","Carpobrotus edulis","Iceplant","T.BROWN/R.BROWN","BLM Fort Ord","2002-08-02",2002,,,,,,,,"Other / Unknown","Monterey",36.62990676,-121.73932924,,
"xr347461","Carpobrotus edulis","Iceplant","Tom Echols","PORE Vegetation Management; SFAN; BAEDN","2002-10-17",2002,,,70.4,,,,,"* National Park Service","Marin",38.02907389,-122.87677,,
"xr347276","Carpobrotus edulis","Iceplant","Ben Peterson","PORE Vegetation Management; SFAN; BAEDN","2002-11-13",2002,,,636.7,,,,,"* National Park Service","Marin",37.99809724,-123.0142028,,
"wb834-205","Carpobrotus edulis","Iceplant","Denise Knapp","Council for Watershed Health","2002-12-10",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.38541603,-118.40650472,,
"wb834-206","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-23",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.36256901,-118.38324596,,
"wb834-214","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-24",2002,,,9.2712,,,,,"Other / Unknown","Los Angeles",33.34726076,-118.40432385,,
"wb834-213","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-24",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.34863488,-118.40149852,,
"wb834-212","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-24",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.34975813,-118.40051119,,
"wb834-211","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-24",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.3501202,-118.39949405,,
"wb834-210","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-24",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.35042685,-118.39960389,,
"wb834-208","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-26",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.34970474,-118.4152347,,
"wb834-209","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-26",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.34938983,-118.41519261,,
"wb834-207","Carpobrotus edulis","Iceplant","mnp","Council for Watershed Health","2002-12-26",2002,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.34850194,-118.41256628,,
"gr5135","Carpobrotus edulis","Iceplant","R Fischer, M Long, J Strong, T Chester, J Hollinger","Tom Chester","2003-01-01",2003,,,,,,,,"Public Land","Los Angeles",34.1831,-118.0973,"Lower Eaton Canyon",
"wb298-0","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84089619,-121.73884932,,
"wb298-1","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84076485,-121.73841826,,
"wb298-2","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84201243,-121.74104507,,
"wb298-3","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84230747,-121.74131649,,
"wb298-4","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84225523,-121.74125789,,
"wb298-5","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84187161,-121.74084379,,
"wb298-6","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84179881,-121.74073738,,
"wb298-7","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84173833,-121.74061761,,
"wb298-8","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.84232086,-121.74059918,,
"wb298-9","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.83953592,-121.7356126,,
"wb298-10","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.83100755,-121.73184013,,
"wb298-11","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.83108662,-121.72908754,,
"wb298-12","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.83107353,-121.731728,,
"wb298-13","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.83091744,-121.73183864,,
"wb298-14","Carpobrotus edulis","Iceplant","staff","Elkhorn Slough","2003-01-01",2003,,,,,,,,"Other / Unknown","Monterey",36.8309216,-121.73191641,,
"gx26584","Carpobrotus edulis","Iceplant","Malia Laber","National Park Service [SFAN]","2003-01-29",2003,,,,,,,,"* National Park Service","Marin",37.9988995884,-123.01244894,"From UTM 498907E 4205693N",
"gx26585","Carpobrotus edulis","Iceplant","Malia Laber","National Park Service [SFAN]","2003-01-29",2003,,,,,,,,"* National Park Service","Marin",37.9980972414,-123.0142027987,"From UTM 498753E 4205604N",
"gx26586","Carpobrotus edulis","Iceplant","Malia Laber","National Park Service [SFAN]","2003-01-29",2003,,,,,,,,"* National Park Service","Marin",37.9965019995,-123.0138494219,"From UTM 498784E 4205427N",
"gx26587","Carpobrotus edulis","Iceplant","Malia Laber","National Park Service [SFAN]","2003-01-30",2003,,,,,,,,"* National Park Service","Marin",37.9975200323,-123.017084227,"From UTM 498500E 4205540N",
"wb834-216","Carpobrotus edulis","Iceplant","Clark Cohen","Council for Watershed Health","2003-03-23",2003,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.34989299,-118.4005728,,
"wb834-215","Carpobrotus edulis","Iceplant","Carl Bell/Sabrina Drill","Council for Watershed Health","2003-03-23",2003,,,29.0092,,,,,"Other / Unknown","Los Angeles",33.36254401,-118.38320502,,
"wb834-217","Carpobrotus edulis","Iceplant","Denise Knapp","Council for Watershed Health","2003-03-27",2003,,,0.4636,,,,,"Other / Unknown","Los Angeles",33.36225417,-118.38290729,,
